ID;Hora de inicio;Hora de finalización;Correo electrónico;Nombre;"Seleccione el Comité de Bienestar al cual pertenece (si no lo conoce, por favor consulte con el encargado de bienestar de su unidad):
";Componente / Jefatura:;Componente / Jefatura:2;Componente / Jefatura:3;Componente / Jefatura:4;Componente / Jefatura:5;Componente / Jefatura:6;Componente / Jefatura:7;Componente / Jefatura:8;Componente / Jefatura:9;Componente / Jefatura:10;Componente / Jefatura:11;Componente / Jefatura:12;Componente / Jefatura:13;Componente / Jefatura:14;Componente / Jefatura:15;Componente / Jefatura:16;Seleccione la categoría a la cual pertenece:;Seleccione la categoría a la cual pertenece:2;Grado:;Grado:2;Tiempo en la institución:;Estado civil:;"¿CONOCE EL PROGRAMA DE INCENTIVOS?
Enfocado en reconocer el compromiso y desempeño del personal en el logro de resultados. Ejemplo de actividades relacionadas con el programa: Medallas, condecorac...";Dentro del Programa de Incentivos ¿La entrega de incentivos o reconocimientos que ha recibido usted está acorde a su nivel de compromiso y las labores que desempeña?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).;Dentro del Programa de Incentivos ¿Ha evidenciado o ha sido participe de la entrega de incentivos o reconocimientos por la labor y compromiso a otros tripulantes de la institución?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).2;"¿CONOCE EL PROGRAMA DE RECREACIÓN Y CULTURA?
Orientado a propender por el aprovechamiento del tiempo libre mediante el desarrollo de actividades recreativas y culturales. Ejemplo de actividades re...";¿Valora usted como positivas las actividades del programa de recreación y cultura que se hacen en su unidad?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).3;¿Los tripulantes de su unidad valoran como positivas las actividades del programa de recreación y cultura que se hacen?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).4;"¿CONOCE EL PROGRAMA DE DEPORTES Y CULTURA FÍSICA?
Encaminado a estimular el espíritu deportivo y la práctica de actividades que fortalezcan la cultura física y promuevan hábitos de vida saludable....";¿Las actividades del programa de deporte y cultura física que implementan en su unidad incentivan a la práctica de disciplinas deportivas y a mantener la cultura del entrenamiento físico?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).5;"¿CONOCE EL PROGRAMA DE SERVICIOS EDUCATIVOS (COLEGIOS NAVALES)?
Encaminado a prestar el servicio educativo a los hijos de los tripulantes de la institución a través de los Colegios Navales.";¿Está conforme con el servicio educativo ofrecido por los Colegios Navales? (Si no es o no ha sido usuario por favor seleccione la respuesta de acuerdo a su percepción);Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).6;"¿CONOCE EL PROGRAMA DE ORIENTACIÓN SOCIOFAMILIAR?
  Direccionamiento de estrategias y recursos institucionales para la realización de talleres de proyecto de vida, prevención de violencias, crisis...";¿Los servicios del programa de orientación y/o educación sociofamiliar ofrecidos por las Oficinas de Atención a la Familia son satisfactorios? (Si no es o no ha sido usuario por favor seleccione l...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).7;"¿CONOCE EL PROGRAMA DE SERVICIOS FUNERARIOS?
Facilitar la coordinación de los servicios funerarios y de inhumación del personal en servicio activo, de la reserva y pensionados de la Armada Naciona...";¿El acompañamiento y orientación por parte de la Armada Nacional para la gestión de los servicios funerarios son oportunos? (Si no es o no ha sido usuario por favor seleccione la respuesta de acue...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).8;"¿CONOCE EL PROGRAMA DE VIVIENDAS Y ALOJAMIENTOS MILITARES?
Elevar la calidad de vida de los tripulantes en servicio activo de la Armada Nacional y su familia, mediante la asignación de alojamiento...";¿Está conforme con el servicio de viviendas y alojamientos militares para los tripulantes y sus familias? (Si no es o no ha sido usuario por favor seleccione la respuesta de acuerdo a su percepción);Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).9;"¿CONOCE EL PROGRAMA DE PREPARACIÓN PARA EL RETIRO?
  “Héroes vuelven a casa” (IMP) y Seminario fortalecimiento familiar (OF y S/O), busca facilitar la adaptación del personal militar de la Armada ...";¿El Programa de desvinculación asistida y preparación para el retiro facilita la adaptación del funcionario al nuevo entorno social, familiar y laboral? (Si no es o no ha sido usuario por favor se...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).10;¿Se ha enterado oportunamente de la realización de las actividades de bienestar programadas por su unidad?;¿En el desarrollo de las actividades de bienestar se evidencia el compromiso del personal encargado en su unidad?;¿Se le brinda el tiempo y las facilidades para asistir a las actividades de bienestar en su unidad?;Seleccione ¿Cuál de los siguientes motivos le ha dificultado recibir o participar de los beneficios o actividades de bienestar? ;Le solicitamos nos brinde sugerencias o aportes que nos sirvan para mejorar las actividades enmarcadas dentro de los programas de bienestar en su unidad.
27528;9/16/24 19:19:14;9/16/24 19:26:09;anonymous;;Comité N° 7. BRIM1;;;;;;;BFIM17;;;;;;;;;;Civil ARC;;;;0 a 5 años;Soltero (a);SI;1;Poco tiempo en la institución;1;Los encargados no postulan;SI;1;La unidad  no las  realiza  ;3; Poco presupuesto en la unidad para estas actividades;SI;4;;SI;3;;SI;3; No los conoce;SI;3; Desinformación;SI;3;;SI;3;;3;4;2;Necesidades operacionales o actos del servicio;
27529;9/16/24 19:19:48;9/16/24 19:26:54;anonymous;;Comité N° 1. COARC;COARC / AYGAR;;;;;;;;;;;;;;;;Civil ARC;;;;21 años o más;Casado (a);NO;2;Comandante no postula;5;;SI;2;No asisto por exceso de carga laboral;2;No asisten por exceso de carga laboral;SI;2;;NO;1;;NO;1;;SI;1;;SI;1;;NO;1;;1;1;1;Se dio prioridad a otros grados o categorías;
27530;9/16/24 19:22:17;9/16/24 19:27:29;anonymous;;Comité N° 6. CESYP;;;;;;CESYP;;;;;;;;;;;Suboficial;;;;16 a 20 años;Casado (a);NO;1;Poco tiempo en la institución;1;En la unidad no se divulga;NO;1; Me encuentro en el desarrollo operaciones;2; Poco presupuesto en la unidad para estas actividades;NO;2; No son apropiadas;NO;2;Calidad académica;NO;2; No los conoce;NO;2; Desinformación;NO;2;Poca disponibilidad  ;NO;2; Poca variedad cursos;2;2;3;Exceso de carga laboral ;
27531;9/16/24 19:24:48;9/16/24 19:28:42;anonymous;;Comité N° 2. FNC;;HONAC;;;;;;;;;;;;;;;Suboficial;;;;6 a 10 años;Soltero (a);NO;1;Comandante no postula;1;Los encargados no postulan;SI;3;No asisto por exceso de carga laboral;1; Poco presupuesto en la unidad para estas actividades;SI;1;La unidad  no las  realiza  ;SI;3; Planta física;SI;1;Mala atención;SI;5;;SI;1;Mala infraestructura;SI;1; Poca variedad cursos;1;1;1;No autorización del comandante;Ninguna
27532;9/16/24 19:25:23;9/16/24 19:29:42;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Casado (a);NO;1;Poco tiempo en la institución;1;Los comandantes no los entregan ;NO;1;La unidad  no las  realiza  ;1;No asisten por exceso de carga laboral;NO;1;La unidad  no las  realiza  ;NO;1;Calidad de docentes  ;NO;1; No los conoce;SI;4;;NO;1;Poca disponibilidad  ;NO;1;No cumple expectativas;1;1;1;Exceso de carga laboral ;
27533;9/16/24 19:27:30;9/16/24 19:32:27;anonymous;;Comité N° 7. BRIM1;;;;;;;BFIM17;;;;;;;;;;Civil ARC;;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;4;En la unidad no se divulga;SI;4;La unidad  no las  realiza  ;4;La unidad  no las  realiza  ;SI;3;La unidad  no las  realiza  ;SI;4;Calidad de docentes  ;SI;4;No cumple expectativas  ;SI;4;Mala atención;SI;4;Mala infraestructura;SI;4;No cumple expectativas;4;4;4;No he tenido dificultades;
27534;9/16/24 19:24:38;9/16/24 19:34:45;anonymous;;Comité N° 2. FNC;;BNL01;;;;;;;;;;;;;;;Suboficial;;;;16 a 20 años;Casado (a);NO;2;Comandante no postula;2;Los encargados no postulan;SI;4;;4;;SI;4;;SI;2; Planta física;NO;2; No los conoce;SI;4;;SI;2;Mala infraestructura;NO;3;No he Sido usuario ;4;2;2;No autorización del comandante;Que las actividades de bienestar que otorga la FNC, se verifique que los tripulantes de la Base Naval hagan participe 
27535;9/16/24 19:27:22;9/16/24 19:34:50;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);SI;4;Mal desempeño;2;Los encargados no postulan;NO;4;;3; Poco presupuesto en la unidad para estas actividades;NO;4;;NO;2;;NO;4;;SI;4;;SI;4;;SI;4;;3;3;3;No he tenido dificultades;Fútbol 
27536;9/16/24 19:29:57;9/16/24 19:35:18;anonymous;;Comité N° 13. BEINM;;;;;;;;;;;;;DMCOV;;;;Oficial;;;;0 a 5 años;Casado (a);SI;3;Poco tiempo en la institución;2;;SI;3; Me encuentro en el desarrollo operaciones;4;;SI;4;;SI;4;;SI;3;;SI;4;;SI;3;Poca disponibilidad  ;SI;4;;4;4;4;No he tenido dificultades;
27537;9/16/24 19:30:57;9/16/24 19:35:48;anonymous;;Comité N° 13. BEINM;;;;;;;;;;;;;BINS3;;;;Suboficial;;;;16 a 20 años;Casado (a);NO;1;No le reconocen nada a uno ;1;No reconocen nada ;NO;1;No he visto nada de eso ;1; Poco presupuesto en la unidad para estas actividades;NO;1;La unidad  no las  realiza  ;SI;1;Calidad académica;SI;3;;NO;3;;SI;1;Solo es para la rosca ;SI;4;;1;3;1;Exceso de carga laboral ;
27538;9/16/24 19:28:43;9/16/24 19:35:48;anonymous;;Comité N° 2. FNC;;BNL01;;;;;;;;;;;;;;;Suboficial;;;;21 años o más;Casado (a);SI;5;;3;En la unidad no se divulga;SI;4;;4;;NO;1;La unidad  no las  realiza  ;SI;4;;SI;4;;SI;5;;SI;5;;SI;4;;4;4;4;No he tenido dificultades;No se realiza deportes ni una sola vez a laSemana 
27539;9/16/24 19:30:54;9/16/24 19:35:52;anonymous;;Comité N° 1. COARC;JEMPE;;;;;;;;;;;;;;;;Suboficial;;;;21 años o más;Unión libre;SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
27540;9/16/24 19:20:35;9/16/24 19:36:09;anonymous;;Comité N° 1. COARC;COARC / AYGAR;;;;;;;;;;;;;;;;Civil ARC;;;;16 a 20 años;Unión libre;SI;5;;5;En la unidad no se divulga;SI;3;La unidad  no las  realiza  ;5;Si ;SI;3;No se divulgan;SI;5;Calidad académica;SI;5; No los conoce;NO;5;No hago parte ;SI;5;No hago parte;NO;5;;3;3;3;Desconocimiento de la realización de las actividades;Que se tenga en cuenta el bienestar que ya no lo hay 
27541;9/16/24 19:29:54;9/16/24 19:36:50;anonymous;;Comité N° 2. FNC;;BNL01;;;;;;;;;;;;;;;Suboficial;;;;21 años o más;Casado (a);SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;Estan super bien todas las actividades 
27542;9/16/24 19:29:14;9/16/24 19:37:04;anonymous;;Comité N° 2. FNC;;BNL01;;;;;;;;;;;;;;;Suboficial;;;;16 a 20 años;Casado (a);NO;1;Comandante no postula;1;En la unidad no se divulga;SI;5;;5;;NO;1;La unidad  no las  realiza  ;NO;1;Calidad académica;SI;4;;NO;1; Desinformación;SI;5;;NO;1; Poca variedad cursos;1;3;1;Desconocimiento de la realización de las actividades;Los toempos en la información al igual que una agenda acordé acuerdo a una Planeacion efectiva y real, para poder ejecutar y dar trazabilidad hacia el objetivo ideal y conocimiento para todos 
27543;9/16/24 19:31:38;9/16/24 19:37:49;anonymous;;Comité N° 15. BFIM16;;;;;;;;;;;;;;;BFIM16;;Suboficial;;;;11 a 15 años;Soltero (a);SI;1;Comandante no postula;1;Los comandantes no los entregan ;SI;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;SI;1;La unidad  no las  realiza  ;SI;3;Calidad académica;SI;1;Oficial muy poco profesional;SI;3;No he tenido la oportunidad de ver esos acompañamientos;SI;2;Mala infraestructura;SI;3;No aplica;1;1;1;No he tenido dificultades;Actividades hay muchas solo que no es de interés del Comando realizarlas
27544;9/16/24 19:32:07;9/16/24 19:38:37;anonymous;;Comité N° 1. COARC;SECAR;;;;;;;;;;;;;;;;Oficial;;;;6 a 10 años;Casado (a);SI;1;Comandante no postula;4;.;SI;5;;5;;SI;3;No se realiza actividad física ;SI;4;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;Que se designe por lo menos un día a la semana para la realización de deporte libre
27545;9/16/24 19:29:59;9/16/24 19:38:59;anonymous;;Comité N° 2. FNC;;HONAC;;;;;;;;;;;;;;;Oficial;;;;0 a 5 años;Unión libre;SI;4;.;5;.;SI;4;.;5;.;SI;4;.;SI;4;.;SI;4;.;SI;4;.;SI;3;Poca disponibilidad  ;SI;4;.;4;4;4;No he tenido dificultades;Al realizar las actividades de bienestar no solo se deben enfocar en ma familia que está conformada por padres e hijos, dejando atras al personal soltero. 
27546;9/16/24 19:35:20;9/16/24 19:40:25;anonymous;;Comité N° 15. BFIM16;;;;;;;;;;;;;;;BFIM16;;Suboficial;;;;0 a 5 años;Soltero (a);NO;2;Poco tiempo en la institución;3;En la unidad no se divulga;SI;5;Las actividades se realizan en torno a las familias del cantón;4;Son actividades muy beneficiosas;NO;5;No se divulgan;SI;4;No participo;SI;4;No participo;SI;3; Desinformación;SI;1;No hay solución frente a un problema que afecta a gran parte del personal de suboficiales;NO;3; Poca variedad cursos;3;3;2;Necesidades operacionales o actos del servicio;Realizar actividades lúdico recreativas más frecuentemente
27547;9/16/24 19:27:34;9/16/24 19:40:44;anonymous;;Comité N° 15. BFIM16;;;;;;;;;;;;;;;BFIM16;;Infante de Marina Profesional;;;;16 a 20 años;Unión libre;NO;2;Comandante no postula;3;En la unidad no se divulga;NO;2;La unidad  no las  realiza  ;2;La unidad  no las  realiza  ;NO;3;No se divulgan;NO;1;No tengo conocimiento ;NO;2; No los conoce;NO;2; Desinformación;NO;1;No tengo conocimiento ;SI;4; Poca variedad cursos;3;2;3;Desconocimiento de la realización de las actividades;
27548;9/16/24 19:37:41;9/16/24 19:41:21;anonymous;;Comité N° 13. BEINM;;;;;;;;;;;;;BINS3;;;;Suboficial;;;;16 a 20 años;Casado (a);NO;1;Mal desempeño;1;Los encargados no postulan;NO;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;NO;1;La unidad  no las  realiza  ;NO;1;Calidad de docentes  ;NO;1;No cumple expectativas  ;NO;1; Desinformación;SI;4;;NO;1;No cumple expectativas;1;1;1;Desconocimiento de la realización de las actividades;
27549;9/16/24 19:36:35;9/16/24 19:41:39;anonymous;;Comité N° 13. BEINM;;;;;;;;;;;;;BINS3;;;;Suboficial;;;;11 a 15 años;Casado (a);SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;Todo está bien 
27550;9/16/24 19:38:06;9/16/24 19:42:01;anonymous;;Comité N° 2. FNC;;BNL01;;;;;;;;;;;;;;;Suboficial;;;;21 años o más;Casado (a);NO;3;Desconozco el porque;3;Es complejo el tema incentivos;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;5;;SI;5;;4;4;4;No he tenido dificultades;Se Manejan Bien
27551;9/16/24 19:36:18;9/16/24 19:43:07;anonymous;;Comité N° 3. FNP;;;BNL02;;;;;;;;;;;;;;Suboficial;;;;16 a 20 años;Casado (a);NO;1;falta de recursos ;2;En la unidad no se divulga;NO;2;poco presupuesto ;2; Poco presupuesto en la unidad para estas actividades;NO;2;La unidad  no las  realiza  ;NO;2; Planta física;NO;2; No los conoce;NO;2; Desinformación;NO;1;Mala infraestructura;NO;2;No cumple expectativas;2;3;3;No he tenido dificultades;
27552;9/16/24 19:36:25;9/16/24 19:43:19;anonymous;;Comité N° 1. COARC;SECAR;;;;;;;;;;;;;;;;Suboficial;;;;16 a 20 años;Casado (a);NO;4;;4;;SI;4;;4;;SI;4;;NO;3;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;Mas incentivos
27553;9/16/24 19:40:04;9/16/24 19:43:49;anonymous;;Comité N° 2. FNC;;FSUBC;;;;;;;;;;;;;;;Oficial;;;;6 a 10 años;Casado (a);SI;4;Poco tiempo en la institución;3;En la unidad no se divulga;SI;5;.;5;.;SI;5;.;SI;4;.;SI;4;.;SI;4;.;SI;1;Poca disponibilidad  ;NO;1; Poca variedad cursos;5;5;5;No he tenido dificultades;.
27554;9/16/24 19:41:00;9/16/24 19:44:24;anonymous;;Comité N° 2. FNC;;FSUCA;;;;;;;;;;;;;;;Suboficial;;;;0 a 5 años;Casado (a);SI;4;;4;;NO;4;;4;;SI;5;;SI;5;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;S/n
27555;9/16/24 19:41:33;9/16/24 19:45:01;anonymous;;Comité N° 13. BEINM;;;;;;;;;;;;;DMCOV;;;;Suboficial;;;;6 a 10 años;Soltero (a);NO;1;Comandante no postula;1;Los encargados no postulan;NO;1;La unidad  no las  realiza  ;1;No asisten por exceso de carga laboral;NO;1;No se divulgan;SI;3; Planta física;NO;1; No los conoce;NO;1; Desinformación;SI;4;;SI;4;;1;1;1;Se dio prioridad a otros grados o categorías;
27556;9/16/24 19:38:54;9/16/24 19:45:37;anonymous;;Comité N° 2. FNC;;BNL01;;;;;;;;;;;;;;;Oficial;;;;21 años o más;Casado (a);SI;5;;5;;SI;4;;5;;SI;5;;SI;4;;SI;3;No cumple expectativas  ;SI;5;;SI;5;;SI;4;;5;4;5;No he tenido dificultades;
27557;9/16/24 19:36:06;9/16/24 19:46:49;anonymous;;Comité N° 1. COARC;COARC / AYGAR;;;;;;;;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Unión libre;SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
27558;9/16/24 19:40:21;9/16/24 19:47:33;anonymous;;Comité N° 3. FNP;;;CGFNP;;;;;;;;;;;;;;Suboficial;;;;16 a 20 años;Unión libre;NO;1;Comandante no postula;2;En la unidad no se divulga;NO;2;La unidad  no las  realiza  ;2; Poco presupuesto en la unidad para estas actividades;NO;2;No se divulgan;SI;3;Calidad académica;NO;2; No los conoce;SI;4;;SI;4;;SI;3;No cumple expectativas;3;4;3;Exceso de carga laboral ;Integraciones en diferentes clubes o centros recreacionales, la Armada tiene varios y en 20 años solo he conocido 1. Utilizar el aporte de vacaciones en activades que se vean. En 20 años no he he visto en que se ha utilizado ese dinero
27559;9/16/24 19:43:27;9/16/24 19:48:13;anonymous;;Comité N° 2. FNC;;FSUBC;;;;;;;;;;;;;;;Suboficial;;;;16 a 20 años;Casado (a);SI;5;;5;;NO;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
27560;9/16/24 19:38:43;9/16/24 19:48:17;anonymous;;Comité N° 15. BFIM16;;;;;;;;;;;;;;;BFIM16;;Infante de Marina Profesional;;;;16 a 20 años;Unión libre;SI;4;;4;;SI;5;;4;;SI;4;;SI;5;;SI;5;;SI;4;;SI;5;;SI;4;;4;4;4;No he tenido dificultades;
27561;9/16/24 19:46:13;9/16/24 19:49:11;anonymous;;Comité N° 2. FNC;;BNL01;;;;;;;;;;;;;;;Suboficial;;;;6 a 10 años;Soltero (a);SI;4;;3;Los encargados no postulan;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;Se dio prioridad a otros grados o categorías;
27562;9/16/24 19:21:32;9/16/24 19:49:46;anonymous;;Comité N° 6. CESYP;;;;;;CESYP;;;;;;;;;;;Suboficial;;;;21 años o más;Casado (a);SI;4;;4;;SI;4;;4;;SI;4;;NO;4;;SI;4;;NO;3; Desinformación;SI;4;;SI;3;Proceso muy corto  ;4;3;3;Responsabilidades personales o familiares;Socializar las mas las  actividades con el personal de la unidad
27563;9/16/24 19:48:01;9/16/24 19:51:44;anonymous;;Comité N° 6. CESYP;;;;;;CESYP;;;;;;;;;;;Suboficial;;;;21 años o más;Casado (a);SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;Difusión de los programas 
27564;9/16/24 19:49:14;9/16/24 19:52:41;anonymous;;Comité N° 2. FNC;;FSUBC;;;;;;;;;;;;;;;Suboficial;;;;16 a 20 años;Unión libre;SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;Familiates
27565;9/16/24 19:46:29;9/16/24 19:53:05;anonymous;;Comité N° 2. FNC;;BNL01;;;;;;;;;;;;;;;Oficial;;;;11 a 15 años;Unión libre;SI;3;;3;;NO;3;;3;;NO;3;;NO;3;;NO;3;;NO;3;;NO;3;;NO;3;;3;3;3;Desconocimiento de la realización de las actividades;
27566;9/16/24 19:49:15;9/16/24 19:53:14;anonymous;;Comité N° 10. BRIM4;;;;;;;;;;BFIM43;;;;;;;Suboficial;;;;16 a 20 años;Unión libre;SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
27567;9/16/24 19:34:41;9/16/24 19:55:37;anonymous;;Comité N° 6. CESYP;;;;;;CESYP;;;;;;;;;;;Suboficial;;;;0 a 5 años;Casado (a);SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
27568;9/16/24 19:52:42;9/16/24 19:56:04;anonymous;;Comité N° 2. FNC;;BNL01;;;;;;;;;;;;;;;Suboficial;;;;21 años o más;Casado (a);SI;5;;5;;SI;5;;5;;SI;4;;NO;4;;NO;4;;SI;5;;SI;5;;NO;4;;5;5;5;Desconocimiento de la realización de las actividades;
27569;9/16/24 19:43:57;9/16/24 19:56:29;anonymous;;Comité N° 13. BEINM;;;;;;;;;;;;;BINS3;;;;Suboficial;;;;21 años o más;Unión libre;SI;4;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
27570;9/16/24 19:54:17;9/16/24 19:58:06;anonymous;;Comité N° 2. FNC;;BNL01;;;;;;;;;;;;;;;Suboficial;;;;0 a 5 años;Soltero (a);NO;5;;5;;NO;5;;5;;SI;5;;NO;5;;NO;5; No los conoce;SI;5;;SI;5;;NO;5;;5;5;5;No he tenido dificultades;Tiempo en familia 
27571;9/16/24 19:53:27;9/16/24 19:58:15;anonymous;;Comité N° 6. CESYP;;;;;;CESYP;;;;;;;;;;;Suboficial;;;;21 años o más;Casado (a);NO;4;;4;;SI;4;;4;;SI;4;;SI;3; Planta física;SI;4;;SI;4;;SI;4;;SI;4;;4;4;5;No he tenido dificultades;
27572;9/16/24 19:50:47;9/16/24 19:58:35;anonymous;;Comité N° 1. COARC;COARC / AYGAR;;;;;;;;;;;;;;;;Civil ARC;;;;0 a 5 años;Casado (a);NO;3;Poco tiempo en la institución;3;En la unidad no se divulga;NO;3;Falta de divulgación ;3;La unidad  no las  realiza  ;NO;2;No se divulgan;NO;3;No sé de eso;NO;4;;NO;3; Desinformación;NO;4;;NO;4;;2;2;2;Desconocimiento de la realización de las actividades;Q se hagan y se informen a todas las personas 
27573;9/16/24 19:58:12;9/16/24 20:01:10;anonymous;;Comité N° 2. FNC;;GFENC;;;;;;;;;;;;;;;Oficial;;;;6 a 10 años;Casado (a);SI;2;Comandante no postula;4;;SI;4;;4;;SI;4;;NO;4;;SI;4;;SI;4;;SI;4;;SI;4;;3;4;4;Desconocimiento de la realización de las actividades;
27574;9/16/24 19:52:12;9/16/24 20:01:13;anonymous;;Comité N° 8. BRIM2;;;;;;;;BRIM2;;;;;;;;;Suboficial;;;;21 años o más;Unión libre;SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;2;No cumple expectativas  ;SI;5;;SI;2;El edificio la popa No cumplen con los mantenimientos de los contratos de mantenimientos bienes inmuebles que debe ser anual, acá llevan dos años sin mantenimiento ;NO;1;No cumple expectativas;5;5;5;Responsabilidades personales o familiares;Por favor realizar mantenimiento al edificio la popa de buenaventura, tiene el ascensor dañado hace 1 año y medio, el sexto piso se filtra el agua por el techo. Un contratista dejó el trabajo a medias y no lo terminó, dejando la cubierta que iba a reemplazar en muy mal estado, este edificio lleva dos años sin mantenimiento del contrato de mtto bienes inmuebles.
27575;9/16/24 19:54:52;9/16/24 20:01:46;anonymous;;Comité N° 15. BFIM16;;;;;;;;;;;;;;;BFIM16;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;4;Los comandantes no los entregan ;SI;4;La unidad  no las  realiza  ;4;La unidad  no las  realiza  ;SI;4;La unidad  no las  realiza  ;NO;4;Calidad académica;NO;4; No los conoce;SI;4;Personal no idóneo  ;NO;4;Mala infraestructura;NO;4; Poca variedad cursos;2;2;3;Desconocimiento de la realización de las actividades;
27576;9/16/24 19:58:28;9/16/24 20:03:07;anonymous;;Comité N° 2. FNC;;BNL01;;;;;;;;;;;;;;;Suboficial;;;;11 a 15 años;Separado / Divorciado (a);SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
27577;9/16/24 20:01:17;9/16/24 20:03:55;anonymous;;Comité N° 8. BRIM2;;;;;;;;BIM21;;;;;;;;;Infante de Marina Profesional;;;;0 a 5 años;Soltero (a);NO;1;Comandante no postula;1;Los encargados no postulan;NO;1;No asisto por exceso de carga laboral;1;No asisten por exceso de carga laboral;NO;1;No se divulgan;NO;1; Planta física;NO;1;Mala atención;NO;1; Desinformación;NO;1; Costos;NO;1; Poca variedad cursos;1;1;1;Se dio prioridad a otros grados o categorías;
27578;9/16/24 19:54:41;9/16/24 20:04:02;anonymous;;Comité N° 1. COARC;JEMPE;;;;;;;;;;;;;;;;Civil ARC;;;;21 años o más;Casado (a);NO;3;Comandante no postula;5;;NO;2;La unidad  no las  realiza  ;3; Poco presupuesto en la unidad para estas actividades;NO;3;La unidad  no las  realiza  ;NO;2;De;NO;2; No los conoce;NO;3; Desinformación;NO;2;Poca disponibilidad  ;NO;3;D;2;2;2;Desconocimiento de la realización de las actividades;En realidad en muy pocas oportunidades se tiene en cuenta el personal de otras guarniciones
27579;9/16/24 19:58:14;9/16/24 20:04:03;anonymous;;Comité N° 2. FNC;;BNL01;;;;;;;;;;;;;;;Suboficial;;;;0 a 5 años;Soltero (a);SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;5;4;No he tenido dificultades;
27580;9/16/24 19:34:59;9/16/24 20:04:29;anonymous;;Comité N° 2. FNC;;BNL01;;;;;;;;;;;;;;;Civil ARC;;;;21 años o más;Casado (a);SI;4;;5;Casi nunca evidecio, cuando se hace incentivos al personal. ;SI;5;En ocasiones e asistido a muchas celebraciones, cuando esta el espacio. ;4;En realidad si se hacen en las fechas especiales, día de la mujer ,madre,secretaria ctc.;NO;3;Nunca asisto ;SI;5;Calidad académica;NO;1; No los conoce;NO;1;Nunca e utilizado los servicios. ;NO;1;Nunca.;NO;1;No;4;5;4;Necesidades operacionales o actos del servicio;Avisar a tiempo a nuestro jefe ,y así se podrá asistir. 
